A,B,C,D
00:00:00.000,05.04,DCV
00:00:00.343,05.03,DCV
00:00:00.686,04.73,DCV
00:00:01.045,04.76,DCV
00:00:01.388,04.80,DCV
00:00:01.747,04.85,DCV
00:00:02.090,04.89,DCV
00:00:02.449,04.86,DCV
00:00:02.792,04.80,DCV
00:00:03.151,04.72,DCV
00:00:03.494,04.62,DCV
00:00:03.837,04.92,DCV
00:00:04.196,04.94,DCV
00:00:04.539,04.97,DCV
00:00:04.898,05.00,DCV
00:00:05.241,04.71,DCV
00:00:05.600,05.00,DCV
00:00:05.943,04.98,DCV
00:00:06.286,04.94,DCV
00:00:06.645,04.88,DCV
00:00:06.988,05.02,DCV
00:00:07.332,04.78,DCV
00:00:07.690,04.97,DCV
00:00:08.049,05.01,DCV
00:00:08.392,05.04,DCV
00:00:08.736,05.03,DCV
00:00:09.094,05.01,DCV
00:00:09.438,04.91,DCV
00:00:09.796,04.95,DCV
00:00:10.140,04.96,DCV
00:00:10.498,05.00,DCV
00:00:10.842,05.01,DCV
00:00:11.200,05.03,DCV
00:00:11.544,05.06,DCV
00:00:11.887,05.10,DCV
00:00:12.246,05.14,DCV
00:00:12.589,05.15,DCV
00:00:12.932,04.76,DCV
00:00:13.291,05.14,DCV
00:00:13.650,04.89,DCV
00:00:13.993,04.92,DCV
00:00:14.336,04.90,DCV
00:00:14.695,04.85,DCV
00:00:15.038,04.84,DCV
00:00:15.381,04.83,DCV
00:00:15.740,04.84,DCV
00:00:16.083,05.12,DCV
00:00:16.442,05.11,DCV
00:00:16.785,04.84,DCV
00:00:17.144,04.82,DCV
00:00:17.487,04.79,DCV
00:00:17.846,04.76,DCV
00:00:18.189,04.71,DCV
00:00:18.532,04.70,DCV
00:00:18.891,04.68,DCV
00:00:19.250,05.01,DCV
00:00:19.593,05.04,DCV
00:00:19.936,04.71,DCV
00:00:20.295,04.75,DCV
00:00:20.638,04.81,DCV
00:00:20.982,04.90,DCV
00:00:21.340,04.99,DCV
00:00:21.684,05.03,DCV
00:00:22.042,05.04,DCV
00:00:22.386,05.00,DCV
00:00:22.744,04.93,DCV
00:00:23.088,04.84,DCV
00:00:23.431,04.78,DCV
00:00:23.790,05.04,DCV
00:00:24.133,05.02,DCV
00:00:24.492,05.01,DCV
00:00:24.835,04.97,DCV
00:00:25.194,04.92,DCV
00:00:25.537,04.90,DCV
00:00:25.896,04.84,DCV
00:00:26.239,04.86,DCV
00:00:26.582,04.69,DCV
00:00:26.941,04.73,DCV
00:00:27.284,04.79,DCV
00:00:27.627,04.86,DCV
00:00:27.986,04.94,DCV
00:00:28.345,04.76,DCV
00:00:28.688,04.80,DCV
00:00:29.031,04.84,DCV
00:00:29.390,04.86,DCV
00:00:29.733,04.89,DCV
00:00:30.092,04.92,DCV
00:00:30.435,04.96,DCV
00:00:30.794,04.82,DCV
00:00:31.137,04.77,DCV
00:00:31.496,04.84,DCV
00:00:31.839,05.11,DCV
00:00:32.182,05.08,DCV
00:00:32.541,05.04,DCV
00:00:32.884,05.02,DCV
00:00:33.228,05.00,DCV
00:00:33.586,05.02,DCV
00:00:33.945,04.84,DCV
00:00:34.288,04.85,DCV
00:00:34.632,04.85,DCV
00:00:34.990,04.82,DCV
00:00:35.334,04.81,DCV
00:00:35.677,05.05,DCV
00:00:36.036,05.03,DCV
00:00:36.394,05.00,DCV
00:00:36.738,04.98,DCV
00:00:37.081,04.97,DCV
00:00:37.440,05.00,DCV
00:00:37.783,04.99,DCV
